nct_id,sponsor_raw,drug_raw,phase,status,condition,start_date,completion_date,sponsor_key,drug_key,ticker,generic_name,brand_name,manufacturer_name,route,product_type,is_public_pharma,sponsor_type
NCT00916578,M.D. Anderson Cancer Center,Capecitabine,PHASE2,COMPLETED,Breast Cancer,2009-06-05,2017-06-06,M D ANDERSON CANCER CENTER,capecitabine,,CAPECITABINE,capecitabine,Dr. Reddy's Laboratories Limited,ORAL,HUMAN PRESCRIPTION DRUG,False,Academic / medical / govt
NCT03088878,"Oncternal Therapeutics, Inc",Cirmtuzumab (2-16 kg/mg) plus Ibrutinib,PHASE1,COMPLETED,B-cell Chronic Lymphocytic Leukemia; Small Lymphocytic Lymphoma; Mantle Cell Lymphoma; Marginal Zone Lymphoma,2018-01-03,2024-09-25,ONCTERNAL THERAPEUTICS,cirmtuzumab 2-16 kg mg plus ibrutinib,,,,,,,False,"Other (biotech, private, etc.)"
NCT03088878,"Oncternal Therapeutics, Inc",Cirmtuzumab (300mg) plus Ibrutinib,PHASE1,COMPLETED,B-cell Chronic Lymphocytic Leukemia; Small Lymphocytic Lymphoma; Mantle Cell Lymphoma; Marginal Zone Lymphoma,2018-01-03,2024-09-25,ONCTERNAL THERAPEUTICS,cirmtuzumab 300mg plus ibrutinib,,,,,,,False,"Other (biotech, private, etc.)"
NCT03088878,"Oncternal Therapeutics, Inc",Cirmtuzumab (600 mg) plus ibrutinib,PHASE1,COMPLETED,B-cell Chronic Lymphocytic Leukemia; Small Lymphocytic Lymphoma; Mantle Cell Lymphoma; Marginal Zone Lymphoma,2018-01-03,2024-09-25,ONCTERNAL THERAPEUTICS,cirmtuzumab 600 mg plus ibrutinib,,,,,,,False,"Other (biotech, private, etc.)"
NCT03088878,"Oncternal Therapeutics, Inc",Cirmtuzumab (RDR) plus ibrutinib,PHASE1,COMPLETED,B-cell Chronic Lymphocytic Leukemia; Small Lymphocytic Lymphoma; Mantle Cell Lymphoma; Marginal Zone Lymphoma,2018-01-03,2024-09-25,ONCTERNAL THERAPEUTICS,cirmtuzumab rdr plus ibrutinib,,,,,,,False,"Other (biotech, private, etc.)"
NCT03088878,"Oncternal Therapeutics, Inc",Cirmtuzumab plus ibrutinib,PHASE1,COMPLETED,B-cell Chronic Lymphocytic Leukemia; Small Lymphocytic Lymphoma; Mantle Cell Lymphoma; Marginal Zone Lymphoma,2018-01-03,2024-09-25,ONCTERNAL THERAPEUTICS,cirmtuzumab plus ibrutinib,,,,,,,False,"Other (biotech, private, etc.)"
NCT03088878,"Oncternal Therapeutics, Inc",Ibrutinib alone,PHASE1,COMPLETED,B-cell Chronic Lymphocytic Leukemia; Small Lymphocytic Lymphoma; Mantle Cell Lymphoma; Marginal Zone Lymphoma,2018-01-03,2024-09-25,ONCTERNAL THERAPEUTICS,ibrutinib alone,,,,,,,False,"Other (biotech, private, etc.)"
NCT05608785,Henan Cancer Hospital,IBI315,PHASE1,UNKNOWN,Gastric Cancer; Gastroesophageal-junction Cancer,2023-01-01,2024-10-01,HENAN CANCER HOSPITAL,ibi315,,,,,,,False,Academic / medical / govt
NCT05608785,Henan Cancer Hospital,Oxaliplatin,PHASE1,UNKNOWN,Gastric Cancer; Gastroesophageal-junction Cancer,2023-01-01,2024-10-01,HENAN CANCER HOSPITAL,oxaliplatin,,OXALIPLATIN,Oxaliplatin,Meitheal Pharmaceuticals Inc.,INTRAVENOUS,HUMAN PRESCRIPTION DRUG,False,Academic / medical / govt
NCT05608785,Henan Cancer Hospital,Capecitabine,PHASE1,UNKNOWN,Gastric Cancer; Gastroesophageal-junction Cancer,2023-01-01,2024-10-01,HENAN CANCER HOSPITAL,capecitabine,,CAPECITABINE,capecitabine,Dr. Reddy's Laboratories Limited,ORAL,HUMAN PRESCRIPTION DRUG,False,Academic / medical / govt
NCT05608785,Henan Cancer Hospital,TST001,PHASE1,UNKNOWN,Gastric Cancer; Gastroesophageal-junction Cancer,2023-01-01,2024-10-01,HENAN CANCER HOSPITAL,tst001,,,,,,,False,Academic / medical / govt
NCT05608785,Henan Cancer Hospital,TQB2450,PHASE1,UNKNOWN,Gastric Cancer; Gastroesophageal-junction Cancer,2023-01-01,2024-10-01,HENAN CANCER HOSPITAL,tqb2450,,,,,,,False,Academic / medical / govt
NCT05608785,Henan Cancer Hospital,Anrotinib,PHASE1,UNKNOWN,Gastric Cancer; Gastroesophageal-junction Cancer,2023-01-01,2024-10-01,HENAN CANCER HOSPITAL,anrotinib,,,,,,,False,Academic / medical / govt
NCT03753243,"Mark Garzotto, MD",Pembrolizumab,PHASE2,RECRUITING,Prostate Cancer,2018-12-03,2023-04-30,MARK GARZOTTO MD,pembrolizumab,,PEMBROLIZUMAB AND BERAHYALURONIDASE ALFA-PMPH,KEYTRUDA QLEX,Merck Sharp & Dohme LLC,SUBCUTANEOUS,HUMAN PRESCRIPTION DRUG,False,"Other (biotech, private, etc.)"
NCT03753243,"Mark Garzotto, MD",Enzalutamide,PHASE2,RECRUITING,Prostate Cancer,2018-12-03,2023-04-30,MARK GARZOTTO MD,enzalutamide,,ENZALUTAMIDE,Xtandi,"Astellas Pharma US, Inc.",ORAL,HUMAN PRESCRIPTION DRUG,False,"Other (biotech, private, etc.)"
NCT04447755,Merck Sharp & Dohme LLC,Lenvatinib,PHASE2,COMPLETED,Relapsed or Refractory Solid Tumors,2020-07-30,2025-02-13,MERCK SHARP DOHME,lenvatinib,MRK,LENVATINIB,Lenvima,Eisai Inc.,ORAL,HUMAN PRESCRIPTION DRUG,True,Public pharma
NCT05518526,Maria Sklodowska-Curie National Research Institute of Oncology,Liposomal Annamycin (L-Annamycin),PHASE1,UNKNOWN,Soft Tissue Sarcoma; Pulmonary Metastasis,2022-08-23,2025-08-01,MARIA SKLODOWSKA CURIE NATIONAL RESEARCH INSTITUTE OF ONCOLOGY,liposomal annamycin l-annamycin,,,,,,,False,Academic / medical / govt
NCT02542215,"Sucampo Pharma Americas, LLC",Cobiprostone,PHASE2,TERMINATED,Oral Mucositis,2015-06-01,2016-07-01,SUCAMPO PHARMA AMERICAS,cobiprostone,,,,,,,False,"Other (biotech, private, etc.)"
NCT02542215,"Sucampo Pharma Americas, LLC",Placebo,PHASE2,TERMINATED,Oral Mucositis,2015-06-01,2016-07-01,SUCAMPO PHARMA AMERICAS,placebo,,,,,,,False,"Other (biotech, private, etc.)"
NCT02542215,"Sucampo Pharma Americas, LLC",Standard Care - Chemotherapy,PHASE2,TERMINATED,Oral Mucositis,2015-06-01,2016-07-01,SUCAMPO PHARMA AMERICAS,standard care - chemotherapy,,,,,,,False,"Other (biotech, private, etc.)"
NCT01122615,M.D. Anderson Cancer Center,Sunitinib,PHASE1,COMPLETED,Renal Cell Cancer; Kidney Cancer,2010-05-01,2014-07-01,M D ANDERSON CANCER CENTER,sunitinib,,SUNITINIB MALATE,Sunitinib Malate,Novugen Pharma (USA) LLC.,ORAL,HUMAN PRESCRIPTION DRUG,False,Academic / medical / govt
NCT01122615,M.D. Anderson Cancer Center,Temsirolimus,PHASE1,COMPLETED,Renal Cell Cancer; Kidney Cancer,2010-05-01,2014-07-01,M D ANDERSON CANCER CENTER,temsirolimus,,TEMSIROLIMUS,Temsirolimus,"Fresenius Kabi USA, LLC",INTRAVENOUS,HUMAN PRESCRIPTION DRUG,False,Academic / medical / govt
NCT00003708,The University of Texas Health Science Center at San Antonio,temozolomide,PHASE1,COMPLETED,"Unspecified Adult Solid Tumor, Protocol Specific",1998-07-01,2000-05-01,THE UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT SAN ANTONIO,temozolomide,,TEMOZOLOMIDE,TEMODAR,Merck Sharp & Dohme LLC,ORAL,HUMAN PRESCRIPTION DRUG,False,Academic / medical / govt
NCT00148876,GBG Forschungs GmbH,Capecitabine,PHASE3,COMPLETED,Breast Cancer,2003-09-01,2011-01-01,GBG FORSCHUNGS,capecitabine,,CAPECITABINE,capecitabine,Dr. Reddy's Laboratories Limited,ORAL,HUMAN PRESCRIPTION DRUG,False,"Other (biotech, private, etc.)"
NCT00148876,GBG Forschungs GmbH,Trastuzumab,PHASE3,COMPLETED,Breast Cancer,2003-09-01,2011-01-01,GBG FORSCHUNGS,trastuzumab,,ADO-TRASTUZUMAB EMTANSINE,KADCYLA,"Genentech, Inc.",INTRAVENOUS,HUMAN PRESCRIPTION DRUG,False,"Other (biotech, private, etc.)"
NCT05551117,MacroGenics,Abiraterone,PHASE2,TERMINATED,"Castration-Resistant Prostatic Cancer; Androgen-Independent Prostatic Cancer; Androgen-Insensitive Prostatic Cancer; Androgen-Resistant Prostatic Cancer; Hormone Refractory Prostatic Cancer; Anal Cancer; Anal Neoplasm; Carcinoma, Squamous Cell of Head and Neck; Head and Neck Squamous Cell Carcinoma; Laryngeal Squamous Cell Carcinoma; Oral Squamous Cell Carcinoma; Malignant Melanoma; Melanoma; Non-small Cell Lung Cancer; Non-small Cell Carcinoma; Small-cell Lung Cancer; Small Cell Carcinoma",2023-06-13,2025-01-23,MACROGENICS,abiraterone,,ABIRATERONE ACETATE,Abiraterone Acetate,Dr. Reddys Laboratories Inc,ORAL,HUMAN PRESCRIPTION DRUG,False,"Other (biotech, private, etc.)"
NCT05551117,MacroGenics,Enzalutamide,PHASE2,TERMINATED,"Castration-Resistant Prostatic Cancer; Androgen-Independent Prostatic Cancer; Androgen-Insensitive Prostatic Cancer; Androgen-Resistant Prostatic Cancer; Hormone Refractory Prostatic Cancer; Anal Cancer; Anal Neoplasm; Carcinoma, Squamous Cell of Head and Neck; Head and Neck Squamous Cell Carcinoma; Laryngeal Squamous Cell Carcinoma; Oral Squamous Cell Carcinoma; Malignant Melanoma; Melanoma; Non-small Cell Lung Cancer; Non-small Cell Carcinoma; Small-cell Lung Cancer; Small Cell Carcinoma",2023-06-13,2025-01-23,MACROGENICS,enzalutamide,,ENZALUTAMIDE,Xtandi,"Astellas Pharma US, Inc.",ORAL,HUMAN PRESCRIPTION DRUG,False,"Other (biotech, private, etc.)"
NCT00047268,European Working Group of MDS in Childhood,cytarabine,PHASE3,UNKNOWN,Leukemia; Myelodysplastic/Myeloproliferative Neoplasms,1998-07-01,,EUROPEAN WORKING GROUP OF MDS IN CHILDHOOD,cytarabine,,CYTARABINE,Cytarabine,Meitheal Pharmaceuticals Inc.,INTRAVENOUS,HUMAN PRESCRIPTION DRUG,False,"Other (biotech, private, etc.)"
NCT00047268,European Working Group of MDS in Childhood,mercaptopurine,PHASE3,UNKNOWN,Leukemia; Myelodysplastic/Myeloproliferative Neoplasms,1998-07-01,,EUROPEAN WORKING GROUP OF MDS IN CHILDHOOD,mercaptopurine,,MERCAPTOPURINE,MERCAPTOPURINE,Hikma Pharmaceuticals USA Inc.,ORAL,HUMAN PRESCRIPTION DRUG,False,"Other (biotech, private, etc.)"
NCT01413568,Polyphor Ltd.,POL6326,PHASE1,COMPLETED,"Acute Myeloid Leukemia in Remission; Adult Acute Lymphoblastic Leukemia in Remission; Chronic Myelogenous Leukemia (CML); Non-Hodgkin's Lymphoma (NHL) or Hodgkin's Disease (HD) in 2nd or Greater Complete Remission, Partial Remission; Chronic Lymphocytic Leukemia (CLL); Multiple Myeloma (MM); Myelodysplastic Syndrome (MDS); Myeloproliferative Disorders",2012-04-01,2015-12-01,POLYPHOR,pol6326,,,,,,,False,"Other (biotech, private, etc.)"
NCT00365391,National Cancer Institute (NCI),erlotinib hydrochloride,PHASE2,COMPLETED,Adult Primary Hepatocellular Carcinoma; Advanced Adult Primary Liver Cancer; Localized Unresectable Adult Primary Liver Cancer; Recurrent Adult Primary Liver Cancer,2006-08-01,2010-06-01,NATIONAL CANCER INSTITUTE NCI,erlotinib,,ERLOTINIB HYDROCHLORIDE,Erlotinib,Armas Pharmaceuticals Inc.,ORAL,HUMAN PRESCRIPTION DRUG,False,Academic / medical / govt
NCT02697591,Incyte Biosciences International Sàrl,INCAGN01876,PHASE1,COMPLETED,Advanced Malignancies; Metastatic Cancer,2016-06-20,2019-12-16,INCYTE BIOSCIENCES INTERNATIONAL SÀRL,incagn01876,,,,,,,False,"Other (biotech, private, etc.)"
NCT07243418,Fujian Cancer Hospital,herombopag olamine tablets,PHASE2,NOT_YET_RECRUITING,CTIT-Chemotherapy Induced Thrombocytopenia; Breast Cancer,2025-11-30,2028-05-30,FUJIAN CANCER HOSPITAL,herombopag olamine tablets,,,,,,,False,Academic / medical / govt
NCT03515018,First Affiliated Hospital of Harbin Medical University,hydroxyurea,PHASE3,UNKNOWN,"Leukemia, Chronic Myeloid",2018-05-01,2020-05-01,FIRST AFFILIATED HOSPITAL OF HARBIN MEDICAL UNIVERSITY,hydroxyurea,,HYDROXYUREA,HYDROXYUREA,"Golden State Medical Supply, Inc.",ORAL,HUMAN PRESCRIPTION DRUG,False,Academic / medical / govt
NCT03515018,First Affiliated Hospital of Harbin Medical University,Imatinib,PHASE3,UNKNOWN,"Leukemia, Chronic Myeloid",2018-05-01,2020-05-01,FIRST AFFILIATED HOSPITAL OF HARBIN MEDICAL UNIVERSITY,imatinib,,IMATINIB MESYLATE,Imatinib Mesylate,Apotex Corp,ORAL,HUMAN PRESCRIPTION DRUG,False,Academic / medical / govt
NCT03823118,Taizhou Hospital,S1/Anlotinib,PHASE2,COMPLETED,Small Cell Lung Cancer Recurrent,2019-03-01,2021-04-17,TAIZHOU HOSPITAL,s1 anlotinib,,,,,,,False,Academic / medical / govt
NCT07008118,Incyte Corporation,INCA035784,PHASE1,RECRUITING,Myeloproliferative Neoplasms,2025-10-01,2029-12-14,INCYTE,inca035784,INCY,,,,,,True,Public pharma
NCT06898385,Sun Yat-sen University,Fludarabine,PHASE1,RECRUITING,Pancreatic Cancer,2025-03-27,2027-09-27,SUN YAT SEN UNIVERSITY,fludarabine,,FLUDARABINE PHOSPHATE,Fludarabine Phosphate,"Lannett Company, Inc.",INTRAVENOUS,HUMAN PRESCRIPTION DRUG,False,Academic / medical / govt
NCT06898385,Sun Yat-sen University,Cyclophosphamide,PHASE1,RECRUITING,Pancreatic Cancer,2025-03-27,2027-09-27,SUN YAT SEN UNIVERSITY,cyclophosphamide,,CYCLOPHOSPHAMIDE,CYCLOPHOSPHAMIDE,"XGen Pharmaceuticals DJB, Inc.",INTRAVENOUS,HUMAN PRESCRIPTION DRUG,False,Academic / medical / govt
NCT01044485,Centre Georges Francois Leclerc,lapatinib,PHASE1,COMPLETED,Metastatic Breast Cancer,2008-11-01,,CENTRE GEORGES FRANCOIS LECLERC,lapatinib,,LAPATINIB,Lapatinib,AvKARE,ORAL,HUMAN PRESCRIPTION DRUG,False,"Other (biotech, private, etc.)"
NCT01044485,Centre Georges Francois Leclerc,docetaxel,PHASE1,COMPLETED,Metastatic Breast Cancer,2008-11-01,,CENTRE GEORGES FRANCOIS LECLERC,docetaxel,,DOCETAXEL ANHYDROUS,Docetaxel,"Hospira, Inc.",INTRAVENOUS,HUMAN PRESCRIPTION DRUG,False,"Other (biotech, private, etc.)"
NCT05132985,Liaoning Cancer Hospital & Institute,Icotinib,PHASE2,NOT_YET_RECRUITING,NSCLC; EGF-R Positive Non-Small Cell Lung Cancer,2022-01-01,2028-01-01,LIAONING CANCER HOSPITAL INSTITUTE,icotinib,,,,,,,False,Academic / medical / govt
NCT05132985,Liaoning Cancer Hospital & Institute,Cisplatin,PHASE2,NOT_YET_RECRUITING,NSCLC; EGF-R Positive Non-Small Cell Lung Cancer,2022-01-01,2028-01-01,LIAONING CANCER HOSPITAL INSTITUTE,cisplatin,,CISPLATIN,Cisplatin,Sagent Pharmaceuticals,INTRAVENOUS,HUMAN PRESCRIPTION DRUG,False,Academic / medical / govt
NCT05132985,Liaoning Cancer Hospital & Institute,Carboplatin,PHASE2,NOT_YET_RECRUITING,NSCLC; EGF-R Positive Non-Small Cell Lung Cancer,2022-01-01,2028-01-01,LIAONING CANCER HOSPITAL INSTITUTE,carboplatin,,CARBOPLATIN,CARBOPLATIN,Apotex Corp.,INTRAVENOUS,HUMAN PRESCRIPTION DRUG,False,Academic / medical / govt
NCT05132985,Liaoning Cancer Hospital & Institute,Pemetrexed,PHASE2,NOT_YET_RECRUITING,NSCLC; EGF-R Positive Non-Small Cell Lung Cancer,2022-01-01,2028-01-01,LIAONING CANCER HOSPITAL INSTITUTE,pemetrexed,,PEMETREXED DISODIUM,PEMRYDI RTU,Amneal Pharmaceuticals LLC,INTRAVENOUS,HUMAN PRESCRIPTION DRUG,False,Academic / medical / govt
NCT04144855,"Chia Tai Tianqing Pharmaceutical Group Co., Ltd.",TQB3474 injection,PHASE1,UNKNOWN,Advanced Solid Tumor,2018-11-27,2021-05-30,CHIA TAI TIANQING PHARMACEUTICAL GROUP,tqb3474,,,,,,,False,"Other (biotech, private, etc.)"
NCT00964743,H. Lee Moffitt Cancer Center and Research Institute,DepoCyt,NA,TERMINATED,Neoplastic Meningitis,2009-08-01,2011-02-01,H LEE MOFFITT CANCER CENTER AND RESEARCH INSTITUTE,depocyt,,,,,,,False,Academic / medical / govt
NCT00964743,H. Lee Moffitt Cancer Center and Research Institute,Sorafenib,NA,TERMINATED,Neoplastic Meningitis,2009-08-01,2011-02-01,H LEE MOFFITT CANCER CENTER AND RESEARCH INSTITUTE,sorafenib,,SORAFENIB,sorafenib,"Yabao Pharmaceutical Co., Ltd. Beijing",ORAL,HUMAN PRESCRIPTION DRUG,False,Academic / medical / govt
NCT03665285,"NextCure, Inc.",NC318,PHASE1,COMPLETED,Advanced or Metastatic Solid Tumors; Lung Cancer; Breast Cancer; Head and Neck Squamous Cell Carcinoma; Endometrial Cancer; Melanoma; CRC; Urothelial Carcinoma; Cholangiocarcinoma,2018-10-01,2023-04-11,NEXTCURE,nc318,,,,,,,False,"Other (biotech, private, etc.)"
NCT00136526,University of Washington,Docetaxel and Diethylstilbestrol (DES),PHASE2,COMPLETED,Prostate Cancer,2002-12-01,2007-10-01,UNIVERSITY OF WASHINGTON,docetaxel and diethylstilbestrol des,,,,,,,False,Academic / medical / govt
NCT02761915,Cancer Research UK,Cyclophosphamide,PHASE1,COMPLETED,Relapsed or Refractory Neuroblastoma,2016-02-29,2020-12-16,CANCER RESEARCH UK,cyclophosphamide,,CYCLOPHOSPHAMIDE,CYCLOPHOSPHAMIDE,"XGen Pharmaceuticals DJB, Inc.",INTRAVENOUS,HUMAN PRESCRIPTION DRUG,False,Academic / medical / govt
NCT02761915,Cancer Research UK,Fludarabine,PHASE1,COMPLETED,Relapsed or Refractory Neuroblastoma,2016-02-29,2020-12-16,CANCER RESEARCH UK,fludarabine,,FLUDARABINE PHOSPHATE,Fludarabine Phosphate,"Lannett Company, Inc.",INTRAVENOUS,HUMAN PRESCRIPTION DRUG,False,Academic / medical / govt
NCT06931808,First Affiliated Hospital of Ningbo University,Sintilimab plus Chemotherapy,PHASE4,ENROLLING_BY_INVITATION,Localized Advanced Rectal Adenocarcinoma,2025-03-01,2028-08-01,FIRST AFFILIATED HOSPITAL OF NINGBO UNIVERSITY,sintilimab plus chemotherapy,,,,,,,False,Academic / medical / govt
NCT06931808,First Affiliated Hospital of Ningbo University,Intestinal microbiota capsules,PHASE4,ENROLLING_BY_INVITATION,Localized Advanced Rectal Adenocarcinoma,2025-03-01,2028-08-01,FIRST AFFILIATED HOSPITAL OF NINGBO UNIVERSITY,intestinal microbiota capsules,,,,,,,False,Academic / medical / govt
NCT04104776,Novartis Pharmaceuticals,Tulmimetostat,PHASE1,RECRUITING,"Advanced Solid Tumor; Diffuse Large B Cell Lymphoma; Lymphoma, T-Cell; Mesothelioma, Malignant; Prostatic Neoplasms, Castration-Resistant; Endometrial Cancer; Ovarian Clear Cell Carcinoma; Metastatic Castration-resistant Prostate Cancer",2019-09-18,2030-02-27,NOVARTIS PHARMACEUTICALS,tulmimetostat,NVS,,,,,,True,Public pharma
NCT04104776,Novartis Pharmaceuticals,Enzalutamide,PHASE1,RECRUITING,"Advanced Solid Tumor; Diffuse Large B Cell Lymphoma; Lymphoma, T-Cell; Mesothelioma, Malignant; Prostatic Neoplasms, Castration-Resistant; Endometrial Cancer; Ovarian Clear Cell Carcinoma; Metastatic Castration-resistant Prostate Cancer",2019-09-18,2030-02-27,NOVARTIS PHARMACEUTICALS,enzalutamide,NVS,ENZALUTAMIDE,Xtandi,"Astellas Pharma US, Inc.",ORAL,HUMAN PRESCRIPTION DRUG,True,Public pharma
NCT01496976,H. Lee Moffitt Cancer Center and Research Institute,High Dose Methylprednisolone (HDMP),PHASE2,COMPLETED,Chronic Lymphocytic Leukemia; Small Lymphocytic Lymphoma,2012-03-30,2024-09-11,H LEE MOFFITT CANCER CENTER AND RESEARCH INSTITUTE,high dose methylprednisolone hdmp,,,,,,,False,Academic / medical / govt
NCT01496976,H. Lee Moffitt Cancer Center and Research Institute,Ofatumumab,PHASE2,COMPLETED,Chronic Lymphocytic Leukemia; Small Lymphocytic Lymphoma,2012-03-30,2024-09-11,H LEE MOFFITT CANCER CENTER AND RESEARCH INSTITUTE,ofatumumab,,OFATUMUMAB,KESIMPTA,Novartis Pharmaceuticals Corporation,SUBCUTANEOUS,HUMAN PRESCRIPTION DRUG,False,Academic / medical / govt
NCT01496976,H. Lee Moffitt Cancer Center and Research Institute,Lenalidomide,PHASE2,COMPLETED,Chronic Lymphocytic Leukemia; Small Lymphocytic Lymphoma,2012-03-30,2024-09-11,H LEE MOFFITT CANCER CENTER AND RESEARCH INSTITUTE,lenalidomide,,LENALIDOMIDE,Lenalidomide,"Teva Pharmaceuticals, Inc.",ORAL,HUMAN PRESCRIPTION DRUG,False,Academic / medical / govt
NCT02721576,Shandong Cancer Hospital and Institute,Sodium Glycididazole,PHASE4,TERMINATED,Esophageal Neoplasms,2016-07-05,2018-07-30,SHANDONG CANCER HOSPITAL AND INSTITUTE,glycididazole,,,,,,,False,Academic / medical / govt
NCT02171676,Boehringer Ingelheim,Docetaxel,PHASE1,COMPLETED,Neoplasms,2005-05-01,,BOEHRINGER INGELHEIM,docetaxel,,DOCETAXEL ANHYDROUS,Docetaxel,"Hospira, Inc.",INTRAVENOUS,HUMAN PRESCRIPTION DRUG,False,"Other (biotech, private, etc.)"
NCT02171676,Boehringer Ingelheim,BIBW 2992,PHASE1,COMPLETED,Neoplasms,2005-05-01,,BOEHRINGER INGELHEIM,bibw 2992,,,,,,,False,"Other (biotech, private, etc.)"
NCT00255476,AstraZeneca,gefitinib,PHASE2,COMPLETED,Squamous Cell Cancer; Cancer of Head and Neck,2004-02-01,2007-07-01,ASTRAZENECA,gefitinib,AZN,GEFITINIB,Gefitinib,"Qilu Pharmaceutical Co., Ltd.",ORAL,HUMAN PRESCRIPTION DRUG,True,Public pharma
NCT00255476,AstraZeneca,cisplatin,PHASE2,COMPLETED,Squamous Cell Cancer; Cancer of Head and Neck,2004-02-01,2007-07-01,ASTRAZENECA,cisplatin,AZN,CISPLATIN,Cisplatin,Sagent Pharmaceuticals,INTRAVENOUS,HUMAN PRESCRIPTION DRUG,True,Public pharma
NCT00255476,AstraZeneca,5-flourouracil,PHASE2,COMPLETED,Squamous Cell Cancer; Cancer of Head and Neck,2004-02-01,2007-07-01,ASTRAZENECA,5-flourouracil,AZN,,,,,,True,Public pharma
NCT02898376,Institut de Cancérologie de Lorraine,Pentoxifylline,PHASE3,UNKNOWN,Breast Carcinoma; Fibrosis,2018-12-01,2021-12-01,INSTITUT DE CANCÉROLOGIE DE LORRAINE,pentoxifylline,,PENTOXIFYLLINE,PENTOXIFYLLINE,Apotex Corp.,ORAL,HUMAN PRESCRIPTION DRUG,False,"Other (biotech, private, etc.)"
NCT02898376,Institut de Cancérologie de Lorraine,Tocopherol acetate,PHASE3,UNKNOWN,Breast Carcinoma; Fibrosis,2018-12-01,2021-12-01,INSTITUT DE CANCÉROLOGIE DE LORRAINE,tocopherol,,"ASCORBIC ACID, CHOLECALCIFEROL, .ALPHA.-TOCOPHEROL ACETATE, DL-, PYRIDOXINE, FOLIC ACID, CYANOCOBALAMIN, CALCIUM, FERROUS FUMARATE, MAGNESIUM, DOCONEXENT",PNV-DHA,"Acella Pharmaceuticals, LLC",ORAL,HUMAN PRESCRIPTION DRUG,False,"Other (biotech, private, etc.)"
NCT04483076,Chinese PLA General Hospital,Chemotherapy drug,PHASE3,RECRUITING,Gastric Cancer; Chemotherapy Effect,2021-01-13,2028-12-01,CHINE PLA GENERAL HOSPITAL,chemotherapy drug,,,,,,,False,Academic / medical / govt
NCT00090376,Eisai Inc.,GPI 1485,PHASE2,COMPLETED,Impotence; Prostate Cancer,2003-12-01,,EISAI,gpi 1485,,,,,,,False,"Other (biotech, private, etc.)"
NCT06067776,Jonathan Riess,Osimertinib,PHASE1,NOT_YET_RECRUITING,Metastatic Lung Non-Small Cell Carcinoma; Recurrent Lung Non-Small Cell Carcinoma; Stage IV Lung Cancer AJCC v8,2024-01-01,2026-11-01,JONATHAN RIESS,osimertinib,,OSIMERTINIB,TAGRISSO,AstraZeneca Pharmaceuticals LP,ORAL,HUMAN PRESCRIPTION DRUG,False,"Other (biotech, private, etc.)"
NCT06067776,Jonathan Riess,Tucatinib,PHASE1,NOT_YET_RECRUITING,Metastatic Lung Non-Small Cell Carcinoma; Recurrent Lung Non-Small Cell Carcinoma; Stage IV Lung Cancer AJCC v8,2024-01-01,2026-11-01,JONATHAN RIESS,tucatinib,,TUCATINIB,TUKYSA,SEAGEN INC.,ORAL,HUMAN PRESCRIPTION DRUG,False,"Other (biotech, private, etc.)"
NCT00280176,UNC Lineberger Comprehensive Cancer Center,bortezomib,PHASE1,COMPLETED,Colorectal Cancer,2003-04-01,2010-09-01,UNC LINEBERGER COMPREHENSIVE CANCER CENTER,bortezomib,,BORTEZOMIB,Bortezomib,"Camber Pharmaceuticals, Inc.",INTRAVENOUS,HUMAN PRESCRIPTION DRUG,False,Academic / medical / govt
NCT00280176,UNC Lineberger Comprehensive Cancer Center,fluorouracil,PHASE1,COMPLETED,Colorectal Cancer,2003-04-01,2010-09-01,UNC LINEBERGER COMPREHENSIVE CANCER CENTER,fluorouracil,,FLUOROURACIL,FLUOROURACIL,Mayne Pharma Inc.,TOPICAL,HUMAN PRESCRIPTION DRUG,False,Academic / medical / govt
NCT04214717,Yantai Yuhuangding Hospital,Chemotherapy,NA,UNKNOWN,Solid Tumor,2019-12-31,2024-12-31,YANTAI YUHUANGDING HOSPITAL,chemotherapy,,,,,,,False,Academic / medical / govt
NCT05691517,National Cancer Institute (NCI),pH Low Insertion Peptide-exatecan Conjugate CBX-12,PHASE1,RECRUITING,Advanced Malignant Solid Neoplasm; Metastatic Malignant Solid Neoplasm,2024-06-12,2026-10-15,NATIONAL CANCER INSTITUTE NCI,ph low insertion peptide-exatecan conjugate cbx-12,,,,,,,False,Academic / medical / govt
NCT01375140,M.D. Anderson Cancer Center,Ruxolitinib,PHASE2,COMPLETED,Myeloproliferative Diseases,2011-09-22,2018-09-05,M D ANDERSON CANCER CENTER,ruxolitinib,,RUXOLITINIB,OPZELURA,Incyte Corporation,TOPICAL,HUMAN PRESCRIPTION DRUG,False,Academic / medical / govt
NCT01375140,M.D. Anderson Cancer Center,Lenalidomide,PHASE2,COMPLETED,Myeloproliferative Diseases,2011-09-22,2018-09-05,M D ANDERSON CANCER CENTER,lenalidomide,,LENALIDOMIDE,Lenalidomide,"Teva Pharmaceuticals, Inc.",ORAL,HUMAN PRESCRIPTION DRUG,False,Academic / medical / govt
NCT01375140,M.D. Anderson Cancer Center,Prednisone,PHASE2,COMPLETED,Myeloproliferative Diseases,2011-09-22,2018-09-05,M D ANDERSON CANCER CENTER,prednisone,,PREDNISONE,PredniSONE,A-S Medication Solutions,ORAL,HUMAN PRESCRIPTION DRUG,False,Academic / medical / govt
